Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
10.4,162090826,288,562815.4,492866.0,491106,1016196,152508.3,   8   64    2, 128    1    1,ampere_sgemm_128x64_tn
10.4,161046016,288,559187.6,505058.0,488897,1013860,140467.3,   8   64    1, 128    1    1,ampere_sgemm_128x64_nn
10.1,157131477,288,545595.4,493554.5,477474,874724,136173.9,   8   16    9, 128    1    1,ampere_sgemm_128x64_nt
6.4,99247057,288,344607.8,392962.0,128128,864803,224157.6,   8   16    5, 128    1    1,ampere_sgemm_128x64_nn
5.6,86392724,576,149987.4,135488.0,131072,313473,37412.4, 256    1    2, 128    1    1,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8x5_nt_align1>(T1::Params)
5.5,85844243,576,149035.1,130656.5,129440,308418,40427.4,   8   16    5, 128    1    1,ampere_sgemm_128x64_tn
5.2,80675360,144,560245.6,506865.5,491010,899364,140543.1,  32   16    1, 128    1    1,ampere_sgemm_128x64_tn
5.1,79046928,144,548937.0,497138.0,481441,878403,136507.9,  16  128    1, 256    1    1,ampere_sgemm_64x32_sliced1x4_nt
4.2,65534353,432,151699.9,136640.0,131904,275521,37668.8,  32    8    5, 256    1    1,ampere_sgemm_32x128_tt
2.9,44711665,144,310497.7,279249.5,269729,586403,79911.0,   1    1 8192, 256    1    1,ampere_sgemm_128x128_nt
2.7,42182367,1152,36616.6,37552.5,27968,197217,6050.5,8192    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.2,34385160,288,119392.9,105968.5,103680,242593,31487.4,   1    2   64, 256    1    1,ampere_sgemm_128x128_nn
2.1,32016639,240,133402.7,133328.5,126976,138496,2034.9, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
