NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
None,None,44898,44898,0,240,273837783,1140990.8,981252.0,969828,1921672,321825.3,ampere_sgemm_128x32_tn
None,None,44898,44898,0,480,153037765,318828.7,274592.5,270881,659074,88442.9,ampere_sgemm_32x128_tn
None,None,44898,44898,0,120,131553727,1096281.1,940436.0,933860,1712486,309219.4,ampere_sgemm_128x32_nn
None,None,44898,44898,0,240,61142558,254760.7,274641.5,138817,541603,119204.1,ampere_sgemm_128x128_nn
None,None,44898,44898,0,210,27280334,129906.4,133648.0,49856,142177,17760.2,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
None,None,44898,44898,0,105,26097072,248543.5,254177.0,93152,425762,38533.3,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)3>, at::native::<unnamed>::PointwiseOpScalarListFunctor<float, (int)3, (int)3, (int)0>, std::divides<float>>(T1, T2, T3...)"
None,None,44898,44898,0,965,24353213,25236.5,28640.0,4992,443426,23784.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,44898,44898,0,360,21961232,61003.4,33744.0,30624,289985,37075.6,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
None,None,44898,44898,0,105,19990166,190382.5,195873.0,73505,200929,26113.6,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)3>, at::native::<unnamed>::PointwiseOpScalarFunctor<float, (int)3, (int)3, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
None,None,44898,44898,0,105,19884307,189374.4,194881.0,71264,203457,26313.7,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::TernaryOpScalarFunctor<float, (int)2, (int)2, (int)0>, at::native::LerpFunctor<float>, float>(T1, T2, T3...)"
