Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
21.5,336500062,1014,331854.1,236561.0,129440,2119016,241621.6,CUDA_KERNEL,ampere_sgemm_128x64_tn
16.6,260293073,576,451897.7,489602.0,128128,1013860,215543.8,CUDA_KERNEL,ampere_sgemm_128x64_nn
10.0,157131477,288,545595.4,493554.5,477474,874724,136173.9,CUDA_KERNEL,ampere_sgemm_128x64_nt
6.0,94357333,582,162126.0,135488.5,131072,2139913,130070.2,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8x5_nt_align1>(T1::Params)
5.0,79046928,144,548937.0,497138.0,481441,878403,136507.9,CUDA_KERNEL,ampere_sgemm_64x32_sliced1x4_nt
4.2,65534353,432,151699.9,136640.0,131904,275521,37668.8,CUDA_KERNEL,ampere_sgemm_32x128_tt
3.9,61606474,288,213911.4,229137.0,102656,586403,113906.1,CUDA_KERNEL,ampere_sgemm_128x128_nt
3.8,58975507,576,102388.0,105057.0,46208,242593,39704.4,CUDA_KERNEL,ampere_sgemm_128x128_nn
2.9,45663789,2034,22450.2,31040.0,3328,197217,16830.0,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.2,34435023,2178,15810.4,16287.5,4800,213441,10335.7,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.1,32623839,252,129459.7,133248.0,49920,138496,17780.3,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
