Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
14.0,130446683,438,297823.5,259041.0,249249,1073412,90290.2,CUDA_KERNEL,ampere_sgemm_128x64_tn
13.4,124547409,432,288304.2,254753.0,248513,455042,74543.8,CUDA_KERNEL,ampere_sgemm_128x64_nn
10.2,95331441,288,331011.9,292513.0,254913,525154,86524.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_32x128_8x5_nt_align1>(T1::Params)
5.5,51434695,576,89296.3,78816.0,76513,259936,23457.4,CUDA_KERNEL,ampere_sgemm_32x128_tn
5.3,49256689,576,85515.1,75440.5,69120,248993,24348.5,CUDA_KERNEL,ampere_sgemm_32x128_nt
4.5,41774689,144,290102.0,256609.0,250753,458210,75447.8,CUDA_KERNEL,ampere_sgemm_128x64_nt
4.4,41037764,438,93693.5,75776.0,72737,1145220,80502.4,CUDA_KERNEL,ampere_sgemm_32x128_tt
3.5,32667778,252,129634.0,133424.5,50304,141984,17602.0,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
3.3,31128279,126,247049.8,254129.0,92032,262273,34400.0,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)3>, at::native::<unnamed>::PointwiseOpScalarListFunctor<float, (int)3, (int)3, (int)0>, std::divides<float>>(T1, T2, T3...)"
3.0,28242141,288,98063.0,97648.0,31264,253217,68901.3,CUDA_KERNEL,ampere_sgemm_128x128_nt
2.6,24051876,126,190887.9,195024.5,72001,360833,30356.8,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)3>, at::native::<unnamed>::PointwiseOpScalarFunctor<float, (int)3, (int)3, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
2.6,23970111,126,190239.0,194577.0,71457,344577,29761.9,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::TernaryOpScalarFunctor<float, (int)2, (int)2, (int)0>, at::native::LerpFunctor<float>, float>(T1, T2, T3...)"
2.6,23861169,2178,10955.5,11216.0,4672,187904,6396.2,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.4,22332912,2034,10979.8,7232.0,2976,207424,10083.8,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
2.0,18941553,576,32884.6,31872.0,19840,57473,10254.6,CUDA_KERNEL,ampere_sgemm_128x128_nn
2.0,18276711,2058,8880.8,6785.0,5952,20673,3255.7,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.8,16815429,126,133455.8,135392.5,53409,244321,22110.0,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)1>, at::native::<unnamed>::BinaryOpScalarListFunctor<float, (int)1, (int)1, (int)0>, std::divides<float>>(T1, T2, T3...)"
1.8,16434588,126,130433.2,133776.5,51552,140897,17639.0,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::plus<float>, float>(T1, T2, T3...)"
1.8,16341599,126,129695.2,132640.5,52640,217408,18632.4,CUDA_KERNEL,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::UnaryOpFunctor<float, (int)2, (int)1, (int)1>, at::native::Sqrt<float>>(T1, T2, T3...)"
1.3,12241335,144,85009.3,74464.0,72640,283681,26859.5,CUDA_KERNEL,ampere_sgemm_64x32_sliced1x4_nn
1.1,10199618,870,11723.7,11296.0,7936,20736,3189.2,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.0,9280386,1020,9098.4,8384.0,7040,15392,2251.7,CUDA_KERNEL,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
0.9,8170143,1008,8105.3,6400.0,5056,18913,3160.2,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.8,7423212,1346,5515.0,3296.0,2943,67584,5149.6,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.7,6614228,576,11483.0,10304.0,8256,19999,2880.3,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.6,5488472,169,32476.2,22848.0,22496,171233,15228.2,CUDA_KERNEL,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::normal_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<float, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.6,5296566,667,7940.9,5569.0,3232,34496,4964.1,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.5,5005016,2748,1821.3,1696.0,1600,3072,312.1,MEMORY_OPER,[CUDA memset]
0.5,4335469,144,30107.4,25632.0,24992,208001,16593.1,CUDA_KERNEL,"void magma_sgemmEx_kernel<float, float, float, (bool)1, (bool)1, (int)6, (int)3, (int)6, (int)3, (int)4>(int, int, int, Tensor, int, Tensor, int, Tensor, int, Tensor, int, int, int, const T1 *, const T1 *, T1, T1, int, cublasLtEpilogue_t, int, const void *, long)"
0.4,4116337,6,686056.2,605778.5,592738,1085860,196398.0,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8x5_nt_align1>(T1::Params)
0.4,4085027,594,6877.1,6127.5,4255,196705,8980.1,MEMORY_OPER,[CUDA memcpy DtoD]
