Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),GridXYZ,BlockXYZ,Name
10.6,320786618,288,1113842.4,978932.0,969828,1921672,299923.2,  16  128    1, 256    1    1,ampere_sgemm_128x32_tn
10.1,304748938,288,1058156.0,1026820.5,985348,1802887,168640.7,   8  128    1, 256    1    1,ampere_sgemm_128x32_nn
9.9,300157816,288,1042214.6,1011844.5,967971,1770599,165466.2,  16   32    1, 256    1    1,ampere_sgemm_128x32_sliced1x4_nt
5.9,179316110,576,311312.7,273809.5,270881,659074,82460.3,  64    8    1, 256    1    1,ampere_sgemm_32x128_tn
5.1,154092129,144,1070084.2,939428.0,933860,1712486,288148.3,  16   32    4, 256    1    1,ampere_sgemm_128x32_nn
5.0,150438446,144,1044711.4,1014340.0,971075,1781223,167344.2,  32   16    1, 128    1    1,ampere_sgemm_128x64_tn
4.8,145609176,144,1011174.8,980436.0,938756,1720999,161785.7,  64   32    1, 256    1    1,ampere_sgemm_32x128_nt
4.2,128114026,432,296560.2,288337.0,272001,496802,42985.1,  64    8    1, 256    1    1,ampere_sgemm_32x128_tt
3.7,113046294,432,261681.2,254160.5,243041,445314,39342.5,   8   16    5, 128    1    1,ampere_sgemm_128x64_nt
3.1,94686862,288,328773.8,304497.5,294689,541603,75350.9,   1    4   64, 256    1    1,ampere_sgemm_128x128_nn
2.7,82758740,144,574713.5,557762.5,533891,981892,92567.6,   1    1 16384, 256    1    1,ampere_sgemm_128x128_nt
2.3,68092520,576,118216.2,115552.0,106593,348034,19265.1,65536    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.2,65532170,864,75847.4,77184.5,69633,218721,6018.7,16384    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.7,52363289,1878,27882.5,28928.0,14912,210945,9171.9,8192    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.5,45650237,144,317015.5,305649.0,292641,537954,52694.2,   4    1   64, 256    1    1,ampere_sgemm_128x128_nn
1.5,45370492,144,315072.9,303809.0,290881,535394,52316.2,   1    4   64, 256    1    1,ampere_sgemm_128x128_nt
1.5,44617444,288,154921.7,154433.0,153281,282337,7558.7,32768    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
1.3,40071399,2058,19471.0,14304.0,11360,201793,10836.7,8192    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.3,38909285,144,270203.4,261953.0,250369,460930,43335.7,  64    8    1, 128    1    1,void cutlass::Kernel2<cutlass_80_simt_sgemm_32x128_8x5_nt_align1>(T1::Params)
1.3,37862906,144,262936.8,254049.0,243361,446049,43853.3,   8   16    5, 128    1    1,ampere_sgemm_128x64_nn
1.1,32111272,240,133797.0,133664.5,125089,142177,2486.2, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
1.0,31457744,288,109228.3,104864.0,104033,198113,13002.5,65536    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.0,30710691,120,255922.4,254225.0,248545,425762,15844.3, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)3>, at::native::<unnamed>::PointwiseOpScalarListFunctor<float, (int)3, (int)3, (int)0>, std::divides<float>>(T1, T2, T3...)"
1.0,29755327,432,68878.1,69408.0,64928,77249,2763.4,2048    1    1,  32   16    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
1.0,29719246,288,103191.8,98608.5,96000,289985,16466.6,65536    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.0,29133334,288,101157.4,100576.0,98753,194561,5628.0,32768    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.9,28109300,288,97601.7,97376.5,96032,101696,1104.7,32768    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.8,23548869,120,196240.6,196144.5,191841,203136,2087.5, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)3>, at::native::<unnamed>::PointwiseOpScalarFunctor<float, (int)3, (int)3, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
0.8,23430337,120,195252.8,194993.0,190848,203457,2141.0, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::TernaryOpScalarFunctor<float, (int)2, (int)2, (int)0>, at::native::LerpFunctor<float>, float>(T1, T2, T3...)"
0.8,22945891,144,159346.5,140753.0,138817,254145,42009.6,   4    4   64, 256    1    1,ampere_sgemm_128x128_nn
0.8,22643514,144,157246.6,149440.0,142912,347585,32228.6,   4    4   64, 256    1    1,ampere_sgemm_128x128_tn
0.7,22137886,144,153735.3,153616.5,152769,155808,542.9,32768    1    1, 128    1    1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.7,20081064,582,34503.5,31456.0,29568,198048,10333.3,8192    1    1, 128    1    1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.6,16909509,6,2818251.5,2492186.5,2481002,4442194,795727.0,  64   32    1, 128    1    1,ampere_sgemm_32x32_sliced1x4_tt
0.5,16287172,120,135726.4,135649.0,131584,144513,1778.6, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)1>, at::native::<unnamed>::BinaryOpScalarListFunctor<float, (int)1, (int)1, (int)0>, std::divides<float>>(T1, T2, T3...)"
0.5,16113050,120,134275.4,134128.0,130880,139329,1723.4, 320    1    1, 512    1    1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::plus<float>, float>(T1, T2, T3...)"
